int[,] intmap = new int[,] {
{-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,18,1,1,1,1,0,1,17,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,16,1,0,0,1,2,1,1,1,11,1,1,1,1,1,1,1,1,18,1,1,28,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,18,18,18,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,16,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,17,1,1,1,1,1,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,1,1,0,0,0,1,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,1,1,1,1,0,0,0,18,18,18,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,0,1,8,1,1,1,0,-1,0,1,16,1,0,-1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1},
{-1,-1,-1,0,0,1,1,1,1,0,-1,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
}
};
